"COUNTRY","Country","SEX","Sex","FIELD","Field of education","COUNTRY_ORIGIN","Country of origin","ISC11_LEVEL","Level of education","ISC11P_CAT","Category of education","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
