"country","sex","field","level.of.education","year","percent","flags"
"Turkey","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,12.939,""
"Turkey","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.397,""
"Turkey","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.088,""
"Turkey","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.28,""
"Turkey","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,7.019,""
"Turkey","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,4.481,""
"Turkey","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,22.027,""
"Turkey","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.494,""
"Turkey","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.094,""
"Turkey","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.283,""
"Turkey","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,0.374,""
"Turkey","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,0.736,""
"Turkey","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.101,""
"Turkey","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.324,""
"Turkey","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.832,""
"Turkey","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,20.457,""
"Turkey","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,8.082,""
"Turkey","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,12.125,""
"Turkey","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.27,""
"Turkey","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,22.464,""
"Turkey","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.92,""
"Turkey","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.62,""
"Turkey","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,3.832,""
"Turkey","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,5.968,""
"Turkey","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.176,""
"Turkey","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.214,""
"Turkey","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.884,""
"Turkey","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.397,""
"Turkey","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,29.224,""
"Turkey","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,20.024,""
"Turkey","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,12.601,""
"Turkey","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.381,""
"Turkey","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.526,""
"Turkey","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.663,""
"Turkey","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,5.607,""
"Turkey","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,11.459,""
"Turkey","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.216,""
"Turkey","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.204,""
"United Kingdom","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.006,""
"United Kingdom","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.825,""
"United Kingdom","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0.032,""
"United Kingdom","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0.036,""
"United Kingdom","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.015,""
"United Kingdom","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.007,""
"United Kingdom","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.351,""
"United Kingdom","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.238,""
"United Kingdom","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,20.142,""
"United Kingdom","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,12.019,""
"United Kingdom","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.378,""
"United Kingdom","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.24,""
"United Kingdom","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,21.784,""
"United Kingdom","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.901,""
"United Kingdom","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,10.544,""
"United Kingdom","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,8.054,""
"United Kingdom","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,17.758,""
"United Kingdom","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,14.356,""
"United Kingdom","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,13.543,""
"United Kingdom","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,11.432,""
"United Kingdom","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,13.191,""
"United Kingdom","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,10.528,""
"United Kingdom","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.178,""
"United Kingdom","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,8.633,""
"United Kingdom","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,17.999,""
"United Kingdom","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,20.969,""
"United Kingdom","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,26.967,""
"United Kingdom","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,32.008,""
"United Kingdom","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.044,""
"United Kingdom","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.692,""
"United Kingdom","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.879,""
"United Kingdom","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,18.401,""
"United Kingdom","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,8.374,""
"United Kingdom","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,8.096,""
"United Kingdom","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,29.395,""
"United Kingdom","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,28.776,""
"United Kingdom","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.093,""
"United Kingdom","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.006,""
"United Kingdom","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,1.394,""
"United Kingdom","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,4.963,""
"United Kingdom","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.139,""
"United Kingdom","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.481,""
"United Kingdom","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.936,""
"United Kingdom","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.205,""
"United Kingdom","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,5.323,""
"United Kingdom","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,16.164,""
"United Kingdom","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,8.435,""
"United Kingdom","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,20.296,""
"United Kingdom","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.186,""
"United Kingdom","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.663,""
"United Kingdom","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.67,""
"United Kingdom","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.675,""
"United Kingdom","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.419,""
"United Kingdom","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.815,""
"United Kingdom","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,18.223,""
"United Kingdom","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.36,""
"United Kingdom","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,13.363,""
"United Kingdom","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,7.457,""
"United Kingdom","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,19.238,""
"United Kingdom","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,12.704,""
"United Kingdom","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"United Kingdom","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"United Kingdom","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"United Kingdom","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"United Kingdom","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"United Kingdom","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"United States","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"United States","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"United States","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"United States","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"United States","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"United States","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"United States","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.166,""
"United States","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.921,""
"United States","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,21.143,""
"United States","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,8.969,""
"United States","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,22.831,""
"United States","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.569,""
