"","country","sex","field","level.of.education","year","percent","flags"
"4197","Saudi Arabia","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,28.438,""
"4198","Iceland","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4199","Iceland","T","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,17.148,""
"4200","Iceland","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.381,""
"4201","Iceland","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.977,""
"4202","Saudi Arabia","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,4.344,""
"4203","Saudi Arabia","T","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,4.724,""
"4204","Iceland","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.762,""
"4205","Iceland","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,6.318,""
"4206","Iceland","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.566,""
"4207","Iceland","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,12.636,""
"4208","Saudi Arabia","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,9.479,""
"4209","Saudi Arabia","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,31.379,""
"4210","Saudi Arabia","T","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.846,""
"4211","Saudi Arabia","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.177,""
"4212","Iceland","T","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4213","Iceland","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.498,""
"4214","Iceland","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,3.855,""
"4215","Iceland","T","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.493,""
"4216","Saudi Arabia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,2.983,""
"4217","Saudi Arabia","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.103,""
"4218","Iceland","T","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,38.186,""
"4219","Iceland","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,47.619,""
"4220","Saudi Arabia","T","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,1.932,""
"4221","Saudi Arabia","T","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.786,""
"4222","Saudi Arabia","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4223","Iceland","T","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,28.125,""
"4224","Iceland","T","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.713,""
"4225","Saudi Arabia","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,18.478,""
"4226","Saudi Arabia","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.994,""
"4227","Iceland","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.654,""
"4228","Saudi Arabia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.255,""
"4229","Iceland","T","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.912,""
"4230","Saudi Arabia","T","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.812,""
"4231","Iceland","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"4232","Saudi Arabia","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0.061,""
"4233","Iceland","T","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,14.996,""
"4234","Iceland","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,7.19,""
"4235","Saudi Arabia","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,11.446,""
"4236","Iceland","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,22.889,""
"4237","Iceland","T","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.293,""
"4238","Iceland","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,0.11,""
"4239","Iceland","T","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4240","Iceland","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4241","Saudi Arabia","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.847,""
"4242","Saudi Arabia","T","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.205,""
"4243","Iceland","T","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.06,""
"4244","Iceland","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0.661,""
"4245","Saudi Arabia","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,3.336,""
"4246","Iceland","T","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,8.925,""
"4247","Saudi Arabia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,8.311,""
"4248","Saudi Arabia","T","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.496,""
"4249","Saudi Arabia","T","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,24.047,""
"4250","Saudi Arabia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.88,""
"4251","Iceland","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.819,""
"4252","Iceland","T","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,14.338,""
"4253","Iceland","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"4254","Iceland","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,18.062,""
"4255","Saudi Arabia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,13.105,""
"4256","Saudi Arabia","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.692,""
"4257","Saudi Arabia","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,13.115,""
"4258","Saudi Arabia","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,17.141,""
"4259","Iceland","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,11.294,""
"4260","Iceland","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,13.807,""
"4261","Saudi Arabia","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4262","Saudi Arabia","T","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,8.052,""
"4263","Saudi Arabia","T","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.201,""
"4264","Saudi Arabia","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.768,""
"4265","Saudi Arabia","T","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,18.035,""
"4266","Saudi Arabia","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,37.473,""
"4267","Iceland","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.394,""
"4268","Iceland","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,11.628,""
"4269","Saudi Arabia","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.739,""
"4270","Iceland","T","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.25,""
"4271","Iceland","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.497,""
"4272","Saudi Arabia","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.546,""
"4273","Iceland","T","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.182,""
"4274","Iceland","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,8.279,""
"4275","Iceland","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.549,""
"4276","Iceland","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.17,""
"4277","Iceland","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,14.286,""
"4278","Iceland","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4279","Iceland","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4280","Iceland","T","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4281","Iceland","T","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"4282","Iceland","T","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,1.024,""
"4283","Iceland","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.762,""
"4284","Iceland","T","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,6.511,""
"4285","Saudi Arabia","T","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0.027,""
"4286","Saudi Arabia","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,15.623,""
"4287","Saudi Arabia","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.36,""
"4288","Saudi Arabia","T","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,35.413,""
"4289","Iceland","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0.218,""
"4290","Saudi Arabia","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.274,""
"4291","Saudi Arabia","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,0.152,""
"4292","Iceland","T","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"4293","Saudi Arabia","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.252,""
"4294","Saudi Arabia","T","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,5.529,""
"4295","Iceland","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,42.266,""
"4296","Saudi Arabia","T","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.56,""
"4297","Saudi Arabia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.425,""
"4298","Saudi Arabia","T","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.51,""
"4299","Saudi Arabia","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.412,""
"4300","Saudi Arabia","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4301","Iceland","T","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,18.905,""
"4302","Saudi Arabia","T","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.616,""
"4303","Iceland","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,13.193,""
"4304","Saudi Arabia","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,29.574,""
"4305","Iceland","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,39.535,""
